"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NEM-Ajumbu-9","KDC-Ajumbu-10","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KHK-FANG-12","DPN-FANG-13","JGY-Koshin-3","TEL-Koshin-4","KCS-Kung-3","NJS-Kung-4","NMN-Mundabli-3","CEN-Mundabli-2","NGT-Munken-3","NUN-Munken-4","MCA-Ngun-3","KBM-Ngun-4"
"587","cap","kə̀fôm~àfôm / ɪ̀fômbî","kə̀mfʷôm / bìmfʷôm","kə̀fʷólə́ / bə̀fʷólə́","kə̀fɔ́lə́ / bə̀fɔ́lə́","kə̀nə́kʷú / bìnə̂kʷú","kə̀ntàŋ / bìntàŋ","kə̀fóːnə́ / mə̀mfómnə́","kə̀fóːnə́ / bə̀fóːnə́","kə̀fə́~kə̀fə́lə́ / bə̀fə́lə́","kə̀fə́lə́ / bə̀fə́lə́","kə̀fó / bə̀fó","kə̀fó / bə̀fó","kə̀tàŋə̀ / ʊ̀tàŋə̀","kə́tàŋə̀ / ʊ́tàŋə̀","fo᷇ː / fo᷇ː","fôː / fo᷇ː bóɦ","àŋkʲàŋ / bìŋkʲàŋ","àŋkʲàŋ / bìŋkʲàŋ","kə̀nʊ̂kʷū~ànʊ̂kʷū / bìnʊ̂kʷúː~ɪ̀nʊ̂kʷúː","kə̀nʊ̂kʷʊ̀lʊ́ / bìnʊ̂kʷʊ̀lʊ́"
"595","cloth","kə̀bʊ̂ŋ / ɪ̀bʊ̂ŋbî","kə̀bʊ̂ŋ / bìbʊ̂ŋ","kə̀sɛ̂ / bə̀sɛ̂","kə́sɛ̂ / bə́sɛ̂","ⁿdú / bə̀ⁿdú","ⁿdú / bə̀ⁿdú","ndú / bə̀ndú","ǹndú / bə̀ndú","kə̀sèː / bèsèː","kə̀sê / bə̀sê","kə́sə̂ / bə́sə̂","kə́sə̂ / bə́sə̂","ndzə᷇ː / sə̀ndzə᷇","ìndzə᷇ / sə̀ndzə᷇ː","sə̀ / sə̂","sə̂ / sə̄ bóɦ","àbʊ̂ŋ / bìbʊ̂ŋ","àbʊ̂ŋ / bìbʊ̂ŋ","ⁿdú~ⁿdɥú / bɛ̀ⁿdú~àⁿdù","ⁿdú / bɛ̀ⁿdú"
"613","fireside","átʊ̀hʊ́ / àtʊ̀hʊ́fʷɪ̂","átʊ́hʊ́ /kɪ̀tʊ̀hʊ̀","kɥágʷâsə̀ / kɥálə́kə́gʷâsə̀","kɥágʷâsə̀ / kɥálə́kə́gʷâsə̀","ɪ̀tíʊ̀wɛ́hɛ́ / kə̀tìwɛ́hɛ́","ɪ̀tíʊ̀wɛ́hɛ́ / àtíʊ́wɛ́hɛ́","fə́tùə́ŋ / mə̀túə́ŋ","fə́tùə́ŋ / bə́tùə́ŋ","fə́tú / tə̀túə̀","fə́tú~túə̄ / tə́túə̄","fə́tɔ́ŋ / bə̀fə́tɔ́ŋ","fə́tɔ́ŋ / tə̀tɔ́ŋ","ɪ́tí ~ tíwù / sə̀tí ~ tíwù","ɪ̀tí / sə̀tí","tʃʲɔ́ŋ / tʃʲɔ̄ŋ","tʃɔ᷇ːŋ / tʃɔ᷇᷇ːŋ","fə́tʊ̀fə́ / bə̀fə́tʊ̀fə́","ʊ́sɛ́hɛ́~ásɛ́hɛ́~ɪ́sɛ́hɛ́ / ɪ́sɛ́hɛ́~àsɛ́hɛ́","ɪ̀tì~kə̀tí / bìtí~àtíwúhú","ɪ̀tíwʊ́~ɪ̀tíwʊ́hʊ́ / ātíwʊ́hʊ́~kə̀tíwʊ́hʊ́"
"618","soap","kə̀sʊ̀~àsʊ̀ / ɪ̀sʊ̀bî","kə̀sò~àsòː / bìsò~bìsʊ̀","kə̀ʃù / bə̀ʃù","kə̀ʃù / bə̀ʃù","kə̀sò / bìsò","kə̀sʊ̀ / bìsʊ̀","kə̀sʊ̀ / bə̀sʊ̀","kə̀sʊ̀ / bə̀sʊ̀ː","sʊ̀ / tə̀sʊ̂","sʊ̂ / tə̀sʊ̂","ʃû / bə̀ʃû","ʃû / bə̀ʃû","kə̀sù / ʊ̀sù","kə́sʊ̀ / ʊ́sʊ̀","m̀fʷól / m̀fól","sàbə́lə̀ / sàbílə̀","àsʊ̀ / bìsʊ̀","àsù / bìsù","kə̀sʊ̀~àsʊ̀ / bìsʊ̀~ɪ̀sʊ̀","kə̀sʊ̀ / bìsʊ̀"
"649","house","òkpɪ́~ʊ́kpɪ́ / ɪ́kpɪ᷇ː","ʊ̀kpɪ́ / kīkpɪ́~ɪ̀kpí","vùò / kə̀vúólə́","vʷòl / kə́vʷólə́","ʊ̀kpó / kə̀kpó","ʊ̀kpə́ / ɪ̀kpə́","gbâ / kə́zâːtə́~kə́dᶻâːtə́~kə́dᶻâːtə́nə́","gbâː / kə́záːtə́~kə́dzáːtə́","jʊ̀ː / jʊ́","jʊ̀ / jʊ́","bíà / zíà","bíà / zíà","ndɛ᷇ː / sə̀ndɛ̄ː","ndɛ́ / sə́ndɛ́","gbò / dzò","gbôː / dzôː","ʊ́kpɪ́ / ɪ́kpɪ̂sə́","ʊ́kpé / ɪ́kpé~ɪ́kpéyɛ̂","ʊ̀kpó~fìntɛ̀nə́ / ʊ̀kpó~ɪ̀kpó","ʊ́kpó / àkpó~ɪ́kpó"
"668","goat","ɪ̀bʷɪ́ / ɪ̀bʷɪ̂ː~ɪ̀bʷɪ́hɪ̀","ɪ̀bʷɪ́ / ɪ̄bʷɪ́","bʷə̀~bʷóə̀ / bwə́yə̄~bwə́lə́kə̄~kə̀bʷə́lə́","bʷə̀ / kə́bʷólə́","ɪ̀bʷɪ̌ / ɪ̀bʷɪ́","ɪ̀bʷɪ́ / ɪ́bʷɪ́","dʒʊ̌ː / kə̀dʒʊ̌ːtə́ ~ dʒʊ́","dʒʊ̌ː / kə̀dʒʊ́ːtə́","dzū / dzú","dzū / dzú","mə̀ / mə́","mə̄ / mɛ́ ~ mə́","βə́ / sə̀βə̂","βə̄ / sə̀βə᷇ː","dʒǔ / dʒú","dʒǔː / dʒú","ɪ̀bɪ́ / kɪ́bɪ́ːlə́~ɪ́bɪ́ːlə́","ɪ̀bě / ɪ́bé","ɪ̀bʷɪ̌ː / ɪ́bʷɪ́","ɪ̀bʷɪ́ / ɪ̄bʷɪ́~kə̀bʷɪ́lɪ́"
"670","pig","ɪ̀wɔ̀ŋ / ɪ̀wɔ́ŋŋɛ̀","ɪ̀wɔ̀ŋ / ɪ̄wɔ́ŋ","kə̀ⁿgʷònə́ / bə̀ⁿgʷònə́","kə̀ⁿgʷə̀nə̀ / bə̀ⁿgʷə̀nə́","ɪ̀gɔ̀ŋ / ɪ̀gɔ́ŋ~kə̀gɔ́ŋ","ɪ̀gɔ̀ŋ / ɪ́gɔ́ŋ","kə̀fí / bə̀fí","kə̀fí / bə̀fí","kə̀fʲə́ / bə̀fʲə́","kə̀fʲə́ / bə̀fʲə́","kə́fɥí ~ bə́fɥí","kə̀fɥí ~ bə̀fɥí","kə̀pfə̀ndúŋ / ʊ̀pfə̀ndúŋ","kə̀pfə̀ndʊ́ŋ / ʊ̀pfə̀ndʊ́ŋ","kúɲàm / kúɲàm","kúɲàm / kűːɲàm","ɪ̀wʊ̀ŋ / ɪ́wʊ́ŋ","ɪ̀wʊ̀ŋ / ɪ́wʊ́ŋə̄","ɪ̀wɔ̀ŋ / ɪ̄wɔ́ŋ","ɪ̀wɔ̀ŋ / ɪ̄wɔ́ŋ~ɪ́wɔ́ŋ"
"672","sheep","ǹzà / nzàbʷə́mbʷî","ǹzàː / bʷɪ̀nzàː","ⁿdʒì / àⁿdʒì","ⁿdʒì / àⁿdʒì","ǹdzònə̀~ndzònò / bə̀ndzònə̀","ndzònə̀ / bə̀ndzònə̀","ndzèːlə̀ / bə̀ndzèːlə̀","ndzèːlə̀ / bə̀ndzèːlə̀","sɔ̀ŋ / bə̀sɔ̀ŋ","sɔ̀ŋ / sɔ̀ŋ","ʃɔ̀ŋ / ʃɔ̂ŋ","kə́ʒíá / ʃɔ̂ŋ","ndzə̀ɣ / sə̀ndzə̀ɣ","ndzə̀ɣ / sə́ndzə̀ɣ","ndzʲè / ndzʲê","ndzə̀ / ndzə̀ bɒ́","ndzàlə̀~ndzàː / bə̀ndzàːlə̀","ndzàː / ndzàlə̀","ⁿdzònə̀~ⁿdzònò / bɛ̀ⁿdzònò","ⁿzòːnə̀ / bə̀ⁿdzòːnə̀"
"673","cat","ʃìbʊ̂s / m̀bʊ̂sm̂","ʃìbʊ̂s~ìbʊ̂s / mʊ̀ⁿbʊ̂s","fə̀dàmʊ́ʔ / m̩̀dàmʊ́ʔ","fə̀dàmʊ́ʔ / m̩̀dàmʊ́ʔ","fìbûs / m̩̀bûs","fìbûs / mʊ̀mbûs","fə̀búsə́ / mə̀búsə́","fə̀búsə́ / mə̀mbúsə́","fə̀mə́sá / mə̀mmə́sá","fə̀mə́sá / mə̀mə́sá","fə̀mó / m̀mó","fə̀mʊ́ / ŋ̀mʊ́","fə̀tàmbʊ́ʔ /  m̀tàmbʊ́ʔ","fə̀tàmʊ̂ʔ /  m̀tàmʊ́ʔ","mɥɪ̌n / mɥɪ̌n","mwɪ̌ː / mwɪ̌ː","ʃìbʊ̂s / mʊ̀mbʊ̂s","ʃìbûs / mùmbûs","fìbʊ̂s~ìbúsì / mʊ̀bûs","fìbûs / m̜̀bûs~mʷɪ̀ⁿbûs"
"674","animal","ɪ̀ʃì / ɪ́ʃîː","ɪ̀ʃì / kɪ̄ʃí~ɪ̄ʃí","fúò / kə̀fúólə̀~fúó","fɥò / kə́fɥóːlə̀","ɪ̀fì / ɪ̀fí","ɪ̀fìː / ɪ̀fí~ɪ̀fî","ɲàm / kə́ɲâmtə́","ɲàm / kə́ɲámtə́","ɲàm / ɲám","ɲàm / ɲám","ɲʷàm / ɲʷâm","ɲʷàm / ɲʷâm","ɲàm / sə̀ɲâm","ɲàm / sə̀ɲa᷇ːm","sò / ɲʲâm","sòɦ / ɲâm","ɪ̀ʃìː / kíʃílə́","ɪ̀ʃì / kɪ́ʃílə̄~ɪ̀ʃí","ɪ̀fìː / kə̀fí~àfíːlə̀","ɪ̀fì / ɪ̀fí"
"676","monkey","ɪ̀kân / ɪ̀kànə̀kì","ɪ̀kâːn / kìkàːnò","tsɪ̀n~tsɪ̀ɲ / tsɪ̂nyə̄~kə́tsɪ́ɲnə́","tsɪ̀ɲ~fə̀tsɪ̀ɲfə̀ / ḿ̩tsɪ́ɲfə̄","ɪ̀kān~ɪ̀kǎn / kə́kân~kə̀kàn[3]","m̩̀ⁿbáhā / bə̀ⁿbáhā ~ ɪ̀kān/ɪ́kán~ɪ̄kān/ɪ̄ka᷇ːn","kìm~kîm / kə́kɪ̂mtə́~kímɛ́","kēːm / kə́kémtə́","kìm / bə̀kìm","kīm / kím","tsȭː / tsȭː","tsə̀m / tsṍː","kàʲ / sə̀kàʲ","káʲ / sə́káʲ","kàm / kâm","kàm / kâːm","ɪ̀kàn / kìkàːnə̀","ŋ̀kân~ɪ́kâŋ / ŋ̀kànə̀~kìkànə̀","ɪ̀kān / kə̀kànə̀~àkànə̀","ɪ̀kâːn~ɪ̄kān~ɪ́káːn / kə̀kànə̀~ákâːn~ákán"
"678","bat","kə́no᷇ːm~áno᷇ːm / ɪ́nôːmbî~ɪ́nóm","kə́no᷇ːm~áno᷇ːm / bìno᷇ːm~ɪ́no᷇ːm","fə̀mkpɔ́ŋ / m̩̀kpɔ́ŋ","ⁿgbò / àⁿgbò","fìŋgàbə̀tàn / m̩̀gbàbə̀tàn","kə̀na᷇ːm / bìna᷇ːm","fə̀ⁿgbə̀fə̀ / mə̀ⁿgbə̀fə̀","fə̀ⁿgbə̀fə̀ / mə̀ⁿgbə̀fə̀","dʒə́ŋ / bə̀dʒə́ŋ","kə̀bât / bə̀bât~kə̀júə̀fə̀/bə̀júə̀fə̀","kə́nîːmə̀ / bə́nîːmə̀","fə̀ⁿgbɪ̀ì / ə̀ŋⁿgbɪ́ì","kə̀nɑ᷇ːm / ʊ̀nɑ᷇ːm","kə̀nɑ̌ːm / ʊ̀nɑ̌ːm","ɲ́ɲə̂m / ɲ́ɲə̂m","ɲə̂m / ɲə̀mbóɦ","ʃìŋgə̀bə̀ / mʊ̀ŋgə̀bə̀","ʃìŋgə̀bə̀ / mʊ̀ŋŋgə̀bə̀","fìⁿgàbə̀tàŋ/bìⁿgbàbə̀tàŋ~ŋ̩̀gbàbə̀tàŋ","kə́no᷇ːm / ŋmə̀nno᷇ːm~bíno᷇ːm"
"684","dog","ɪ̀bí / ɪ̀bîː~ɪ̀bíjì","ɪ̀bǐː / mʊ̀mbíhɪ́","kʷâ~fə̀kʷâː / àkʷâ","kʷà / àkʷà","fìbɪ́hɪ́ / m̩̀bʷɪ́hɪ́","ɪ̀bí / ɪ́bí","dʒǐː / kə́dʒíːtə́","dʒǐː / kə̀dʒi᷇ːtə́","fə̀ⁿgɣɛ̀ / mə̀ⁿgɣɛ̀","fə̀ⁿgɣɛ̀ː / mə̀ⁿgɣɛ̀ː~ ⁿgɣɛ̀ː / bə̀ⁿgɣɛ̀ː","βǜ ~ βì / βǘ ~ βí","βī / βí","bú / sə̀búː","bú / sə̀bú","dʒǐː / dʒí","dʒǐː / dʒí","ɪ̀bǐ / ɪ́bí","ɪ̀bǐ / ɪ́bí~ɪ́bílə̄","ìbɪ̌ː / ɪ̄bí","ìbɪ̌ː~ɪ̀bī / ɪ̀bí~kə̀bílə́"
"687","horse","kə̀ŋkéɲàm / ɪ̀ŋkə́ɲàmbî","kə̀ŋkèɲàm / bìŋkèɲàm~ŋkéɲàm","kə̀ⁿkàɲàm / bə̀ⁿkàɲàm","kə̀ⁿkàɲàm / bə̀ⁿkàɲàm","kə̀ŋkéɲàm / bìŋkéɲàm","kə̀ŋkéɲàm / bìŋkéɲàm","kə̀kàɲàm / bə̀kàɲàm","kə̀kàɲàm / bə̀kàɲàm","kàɲàm / bə̀kàɲàm","kə̀kàɲàm / bə̀kàɲàm","kə̀kʊ̂m / bə̀kʊ̂m","kə̀kʊ̂m / bə̀kʊ̂m","kə̀kèɲàm / ʊ̀kèɲàm","kə̀kêːɲàm / ʊ̀kêːɲàm","kɔ́m~kɔ̄m / kɔ́m~kɔ̄m","kɔ᷇ːm / kʷɔ᷇ːm","àŋkèɲàm / bìŋkèɲàm","àŋkèɲàm / bìŋkèɲàm","kə̀ŋkêɲàm~ àŋkêɲàm / bìŋkéɲàm","kə̀ŋkéɲàm / bìŋkéɲàm"
"694","fish","ɪ̀sʊ̀/ɪ̀sʊ̀kì~ɪ̀sʊ̀wɛ̀~ɪ̀sʊ̀ɛ̀","ɪ̀sʊ̂ / ɪ́sʊ̂","ⁿdʒù / àⁿdʒú","fə̀ⁿdʒʊ̀fə̀ / ábʲâ~m̩̀ⁿdʒʊ̀fə̀","ɪ̀ʃù~ìʃʊ́ / ɪ́ʃû~íʃū","ɪ̀ʃû / ɪ́ʃú","bîːyə̌ŋ / bîːtə́kə́yə̌ŋ","bîːyə̌ŋ / kə́bi᷇ːtə́nə́kə́yə̌ŋ","tʃʷʊ́m / bə̀ⁿtʃʷʊ́m","ⁿtʃʷʊ̀m / bə̀ⁿtʃʷʊ́m","ǹtùmə̀ / bə̀ntùmə̀","tʃūmə̀ / bə̀ntʃūmə̀","kə̀mbʷò / ʊ́mbʷò","kə́mbʷò / ʊ́mbʷò","bî / bî","bî / bî̂","ɪ̀sù / ɪ́sû","ɪ́sù~ìsù / kɪ́sû~kìsù~ɪ́sú","ɪ̄ʃū / ɪ́ʃûː","ɪ̀ʃú / ɪ̀ʃù~kə̀ʃùlə́"
"703","crab","ʃìnʃâŋhó / ǹʃâŋhóm̀","kə̄kxâːm / bìkxàːm","fə̀kʲǎː~fə́kʲáː / m̩̀kʲǎː~m̩̀kʲáː","fə́kʲá / m̩̀kʲǎː","fìnʃâmə́ / m̩̀ʃâmə́ ~kə̀kàːmə̀ / bìkàːmə̀","fìnʃâmə́ / mʊ̀nʃâmə́ ~ɪ̀kə́ŋkám / kə̀kə́ŋkāmə̄","kə́káːmə́ / bə́káːmə́","kə́káːmə́ / bə́káːmə́","kxɛ́ːm / bə̀kxɛ́ːmə́","kxɛ́mə́ / bə̀kxɛ́mə́","kə́ŋkɛ̃́ː / bə́ŋkɛ̃́ː","kə́ŋkɛ̃́ / bə́ŋkɛ̃́ː","kə́kɑ́m / wùkɑ́m","kə̀kə́m / ʊ̀kə́m","kám / kām~kám","kāɦm / káɦm","ʃínʃə̂nə́ / mùnʃə̂nə́","ʃìnʃə̀nə́ / mʊ̀nʃə̀nə́","fínʃâmə́ / mʷɪ̀nʃâmə́","fìnʃâmə́ / mʊ̀nʃâmə́"
"714","snake","ʃìnʃǐː / ǹʃǐːm̂","ǹʃǐː / mʊ̀nʃǐː","ɲàmⁿgʲə̀ / kə́ɲámⁿgʲə̀ ~fə̀ɲàmⁿgʲə̀ / m̩̀ɲàmⁿgʲə̀","ɲâmⁿgʲə̀ / kə́ɲâmⁿgʲə̀","ɪ̀ʒú / ɪ̀ʒú~kə̀ʒú","ɪ̀dʒʊ́ / kə̀dʒʊ́lə́","yɔ̌ŋ / kə̀yɔ́ŋtə́","yɔ̌ːŋ / kə̀yɔ́ŋtə́","jūə̄ / júə́[1]","fə̀júə́ / mə̀júə́","ʒũ̀ã̀ / ʒṹã́","ʒũ̄ã̄ / ʒṹã́","zə̀ / sə̀zə̂","zə̀ / sə́zə᷇ː","yɒ̌ŋ / yɒ̌ŋ","yɔ̌ɦŋ / yɔ́ɦŋ","ɪ̀ʒʊ́~ɪ̀dʒʊ́ / ɪ́ʒʊ́~kɪ̀dʒʊ́lə́","ɪ̀dʒʊ́ / kídʒʊ́lə̄","ɪ̀dʒʊ̌ː / ǹ̩dʒʊ́fə́","ɪ̀dʒʊ́ / mʊ̀ⁿdʒʊ́~kə̀dʒʊ́"
"728","lizard","àkʊ̀nə̀~kə̀ŋkʊ̌ːn / ŋ̀kʊ̌ːnbî","kə̀ŋkʷón / bìŋkʷón","wáⁿgāŋ / àwáⁿgāŋ","wáⁿgāŋ / àwáⁿgāŋ","bòkɔ̀m / bàbòkɔ̀m","ʊ̀bè / bə̀bè","mkpé / bə̀mkpěː","m̀kpéː / bə̀mkpéː","tûlə̀ / bə́tûlə̀","túlə̄ / bə́túlə̄","kə̀ntɔ̂ŋ / bə̀ntɔ̂ŋ","kə̀ntɔ̂ŋ / bə̀ntɔ̂ŋ","kə́kɔ̂ʲ / úkɔ̂ʲ","kə́kɔ̀ʲ / ʊ́kɔ̀ʲ","ŋgɛ̀ː / ŋgɛ̀","ŋgɛ̀ː / ŋgɛ̏ː bɒ́ɦ","ʃìŋkʷàn / mùnkʷàn","àŋkʷàn / bìŋkʷàn","bòkɔ̀m / bɛ̀bòkɔ̀m~àbòkɔ̀m","bɔ̀kɔ̀m / bɛ̀bɔ̀kɔ̀m"
"733","toad (rough back)","ákɥɪ̀lò / ákɥɪ̀lóbʷɪ̂","ákɥɪ̀ːlò / kɪ̀kɥɪ̀ːlò~àkɥɪ̀lò","ɥǘkɥɛ̂ː / àɥǘkɥɛ̂ː","jíkʷɛ̀ / jílə́kə́kʷɛ̀","fìntùntɥó / m̩̀tùntɥó","kâkʷǎː / bə̀kâkʷǎː","kə̀kɥǔl / bə́kɥǔl","kə́kʊ᷇ːl / bə́kʊ᷇ːl","kə̀ⁿtsɔ̀lɔ́ŋ / bə̀ⁿtsɔ̀lɔ́ŋ","kə̀ⁿtsòlɔ́ŋ / bə̀ⁿtsɔ̀lɔ́ŋ","kə̀ntsə̂ːlə́ / bə̀ntsə̂ːlə́","kə̀ntsə̂ːlə́ / bə̀ntsə̂ːlə́","kə̀tsàmkə̀s / ʊ̀tsàmkə̀s","kə̀tsàːkə̀s / ʊ̀tsàːkə̀s","kʷā / kʷā","kòkʷáːɦ","ákʷɛ̌ / bə̀ákʷɛ̌","àkʊ́kʷɛ̌ː / bìkʊ́kʷɛ̌ː","fìtùntɥó~fìtùntɥó / mʷə̀tùntɥó~ŋ̩̀tùntɥó","ákʷàːlə̀ / bə̀ákʷàːlə̀"
"740","bird","ʃíɲʊ̂ŋó / ń̩ɲʊ̂ŋóm̄","ʃìŋɲʊ̂ŋhõ̌ / mʊ̀nɲʊ̂ŋhõ̌","fə́ɲɔ̂ŋ / m̩̀ɲɔ̂ŋ","fə́ɲɔ̂ŋ / ḿ̩ɲɔ̂ŋ","fíɲɛ̀ɛ̄~fɪ́ɲa᷇ː / ḿɲɛ̀ɛ̄ ~ ḿɲa᷇ː","fíɲa᷇ː / mʊ́ɲa᷇ː~mʊ́ɲànə́","fə̀núə̄n / mə̀núə̄n","fə̀núə̄ːn / mə̀ɲúə̄n","fə̀nə̌ːn / mə̀nnə̌ːn","fə̀nə̌ːn / mə̀nə̌ːn","kə́ɲʷɛ̂ɲ / bə́ɲʷɛ̂ɲ","kə́ɲúɛ̀ɲ / bə́ɲúɛ̀ɲ","fə̀ɲə̂m / m̀ɲə̂m","fə̀ɲə᷇m / m̀ɲə᷇m","ɲʷâɲ ~ ɲʷɒ̂n/ ɲʷâɲ~ ɲʷɒ̂m","ɲâɦn / ɲɒ́ɦm","ʃíɲʷə̂nə́ / mʊ̀nɲʷə̂nə́","ʃíɲʊ̂nə́ / mʊ́ɲʊ̂nə́","fíɲâá / ḿ̩ɲâá","fíɲàâ / mʊ́nɲàâ"
"741","owl","ʃìntʊ̀ŋkô / ǹtʊ̀ŋkôm̀","ʃìntʊ̀ŋkʷô /mùntʊ̀ŋkʷô","kə́gʷûː / bə́gʷûː","kə́gʷû / kə́gʷûːlə̀","fìntʊ̀ŋkʊ́lʊ̀ / m̩̀tʊ̀ŋkʊ́lʊ̀","kə̀ntʊ̀ŋkʷə́lə̀ / bìntʊ̀ŋkʷə̀lə́","kə̀ntə̀kə́nə̀ / bə̀ntə̀kə́nə̀","kə̀ntə̀kə́nə̀ / bə̀ntə̀kə́nə̀","gʊ́ŋə̀ / bə́gʊ́ŋə̀","gʊ́ŋə̀ / bə́gʊ́ŋə̀","kə́wʊ̂ŋ / bə́wʊ̂ŋ","kə́wə̂ŋ / bə́wə̂ŋ","ɲə̂mfə́wʊ̂ŋkə̀~kə́kʊ́l/ɲə̀mwʊ̂ŋ~ʊ́kʊ́l","kə̀ɣʊ̂ŋ / ʊ̀ɣʊ̂ŋ","ǹtsʊ̌ŋkɥɪ́n / ǹtsʊ̌ŋkɥɪ́n","ǹtsʊ̌ŋkɥɪ́n / ǹtsʊ̌ŋkɥɪ́n bó","ʃìntʊ̀ŋkʷɛ̂ / mʊ̀ntʊ̀ŋkʷɛ̂","ʃîɲʊ̂nə́bútsé ~ ʃìntʊ̀ŋkʷɛ̂ / múɲʊ́nə́bútsé ~ mʊ̀ntʊ̀ŋkʷɛ̂","fìntʊ̀ŋkʊ́lə̀ / m̩̀tʊ́ŋkʊ́lə̀","fìntʊ̄ŋkʊ́lʊ̀ / mʊ̀ŋtʊ̄ŋkʊ́lʊ̀"
"747","fowl","ɪ̀ʃʲê / ɪ̀ʃʲêhɛ̀","ɪ̀ʃʲê / ɪ̄ʃʲé","ʃì / kə́ʃîlə̀","ʃì / kə́ʃîlə̀","ɪ̀ʃʲɛ̄ / ɪ̀ʃʲɛ́","ɪ̀ʃʲé / ɪ̄ʃʲé","ʃí / kə́ʃîːtə́","ʃī / kə́ʃītə́","dʒʷə̀n / dʒʷə́n","dʒʷə̄n / dʒʷə́n","ʃì / ʃî","ʃì / ʃî","mbvə̄ / sə̄mbvə̄","mbvə́ / sə́mbvə́","ʃī ~ ʃí / ʃī","ʃī / ʃí","ɪ̀ʃʲɛ̂ / ɪ́ʃʲɛ́","ɪ̀ʃʲɛ̂ / ɪ́ʃʲɛ́ ~ ɪ́ʃáhā","ìʃʲɛ̄ / īʃʲɛ́","ɪ̄ʃʲɛ́~ɪ̀ʃʲɛ́ / ɪ̀ʃʲɛ́ ~  ɪ́ʃʲɛ́"
"751","egg","ɪ́jî / áŋjî","ɪ̀jì / ŋmə̀njì","ʒí / áʒí","ʒí / kə́ʒílə́","ɪ̀ɲì / kə̀ɲìlə̀~kə̀ɲìː","ɪ́ɲī / áɲī","yɪ᷇ːŋ~yi᷇ːŋ / kə́yɪ̂ŋtə́","yə́ŋ / kə́yə́ŋtə́","gǐː / tə̀gǐː","gí~gī / tə̀gí~tə̀gǐː","ⁿgə́nə́ / ⁿgə́","ⁿgə́nə́ / ⁿgə̄ ~ ŋ̄ⁿgə̄","ìɣôm / ə̀ɣôm","ɪ́ɣo᷇ːm / ə̀ɣo᷇ːm","yə̄ŋ / yə̄ŋ","yə̄ŋ / yə́ŋ","ɪ̀ɲìː / àɲìː","ɪ̀ɲì / àɲì","ɪ̀ɲî / kə̀ɲî~àɲî","ɪ̀ɲî / áɲî~kə̀ɲílə́"
"752","feather","kə́bə́lō / ɪ̀bə́lə́bî","kə̄bə́lō / bībə́lō","vúlə́ / kə̀vúlə́","gʷâɲnə̀ / kə́gʷâɲnə̀","kə̀wə́nnə́ / bìwə́nnə́ ~ ìwə́nə́/kə̀wə́nə́","ɪ̀dʒʊ́lə́ / kə̀dʒʊ́lə́~ádʒʊ́lə́","kə́be᷇ː / mə́mbe᷇ːm","kə́be᷇ː / kə́be᷇ːtə́","gʷə̂n / tə̀gʷə̂ntə̀","gʷə᷇ːn / tə́gʷə᷇ːntə̄","wúnə́ / dɥɪ̃̂","kə́bêʲ / bə́bêʲ","ìwʊ̂l / sə̀wʊ̂l","ɪ́wúlə̀ / sə̀wúlə̀","gʷɪ̂n / gʷɛ̂n","wɪ̂ːn / gʷɛ̂ːn","ɪ́dʒʊ́lə́ / kɪ́dʒʊ́lə́","ɪ̀bìlə̀~ábí / bíbílə̄~bìbílə̄","kə̀bə́lə̄~àbə́lə̄ / bìbə́lə̄~ɪ̀bɪ́lɪ̀","ɪ̀zɛ́bə́ / àzɛ́bə́~kə̀zɛ́bə́~ɪ̀wə́nə́/kə̀wə́nə́"
"768","house fly","kə́zâŋ / ɪ̀zàŋmbì","kə̀zàŋ / bìzàŋ","kə́dzə́ŋ / bə́dzə́ŋ","kə́dzə́ŋ / bə́dzə́ŋ","kə̀zʊ̀ŋ / bìzʊ̀ŋ","kə̀ⁿdzə́ŋ / bìⁿdzə́ŋ~bízə́ŋ","kə́dʒə́ŋə́ / bə́dʒə́ŋə́","kə́dʒáŋə́ / bə́dʒáŋmgbə́","dʒə́ŋ / bə̀dʒə́ŋ","dʒə́ŋ / bə̀dʒə́ŋ","kə́nʒĩ́nʒĩ́ / bə́nʒĩ́nʒĩ́","kə́nʒĩ́nʒĩ́ / bə́nʒĩ́nʒĩ́","kə̀tîtʃʲə̀ / ʊ̀tîtʃʲə̀","kə̀tîtì / ʊ̀tîtì","ndzə̄m / ndzə̄m","ńdzə́ŋ / ńdzə́m","ádzâŋ~ázâŋ / bídzâŋ~bízâŋ","ázâŋ / bízâŋ","kə̀zʊ̀ŋ~kə̀dzʊ̀ŋ~àzʊ̀ŋ / bìzʊ̀ŋ~ɪ̀zʊ̀ŋ","kə́zʊ̂ŋ~kə́dzʊ̂ŋ / bízʊ̂ŋ"
